ACG,Brand,Market,Product ID,CG,SCG,Long Name,Sales,Vollume,calender week,MAT,'YTD
Corporate,Oregon,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,"177,225",5,5,MAT,Null
Consumer,California,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock","129,39",3,6,MAT-1,Null
Corporate,California,West,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite","54,32",4,7,MAT-2,Null
Consumer,Florida,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,"4367,896",13,8,MAT,Null
Consumer,Florida,South,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case","49,568",2,9,MAT-1,Null
Consumer,Florida,South,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,"161,376",6,10,MAT-2,Null
Consumer,Florida,South,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke","2,784",2,11,MAT,Null
Consumer,Florida,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""","8,72",5,12,MAT-1,Null
Home Office,Ohio,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,"3,912",1,13,MAT-2,YTD
Consumer,Texas,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,"59,752",7,1,MAT,Null
Consumer,Washington,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,"63,92",4,2,MAT-1,Null
Consumer,Washington,West,TEC-PH-10000526,Technology,Phones,Vtech CS6719,"383,96",5,3,MAT-2,Null
Corporate,California,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,"7,752",3,4,MAT,Null
Corporate,California,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,"33,568",2,5,MAT-1,Null
Consumer,California,West,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,"666,344",7,6,MAT-2,Null
Consumer,California,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base","573,728",4,7,MAT,Null
Consumer,California,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,"21,936",3,8,MAT-1,Null
Consumer,California,West,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,"19,44",3,9,MAT-2,Null
Consumer,California,West,TEC-MA-10003246,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,"447,968",4,10,MAT,Null
Corporate,New York,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,"16,78",2,11,MAT-1,Null
Consumer,California,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,"20,96",2,12,MAT-2,Null
Consumer,California,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series","88,752",3,13,MAT,YTD-1
Consumer,California,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,"304,23",3,1,MAT-1,Null
Consumer,California,West,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,"167,86",2,2,MAT-2,Null
Consumer,Virginia,South,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,"82,38",6,3,MAT,Null
Consumer,New Mexico,West,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,"23,976",3,4,MAT-1,Null
Consumer,New Mexico,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,"33,29",1,5,MAT-2,Null
Consumer,Ohio,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,"14,952",2,6,MAT,Null
Consumer,Ohio,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,"323,982",3,7,MAT-1,Null
Consumer,Ohio,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,"2,286",2,8,MAT-2,Null
Consumer,Ohio,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,"14,352",3,9,MAT,Null
Consumer,Ohio,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,"71,976",3,10,MAT-1,Null
Corporate,New Jersey,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2","9,21",3,11,MAT-2,Null
Corporate,New Jersey,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",18,5,12,MAT,Null
Consumer,New York,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book","42,93",9,13,MAT-1,YTD-2
Consumer,Florida,South,OFF-PA-10000556,Office Supplies,Paper,Xerox 208,"15,552",3,1,MAT-2,Null
Consumer,Florida,South,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,"17,92",5,2,MAT,Null
Consumer,Washington,West,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,"19,99",1,3,MAT-1,Null
Consumer,Washington,West,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,"22,92",5,4,MAT-2,Null
Consumer,Florida,South,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,"50,88",6,5,MAT,Null
Consumer,Florida,South,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13","27,312",2,6,MAT-1,Null
Consumer,Arizona,West,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,"7,92",1,7,MAT-2,Null
Consumer,Arizona,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,"14,368",2,8,MAT,Null
Home Office,California,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,"107,97",3,9,MAT-1,Null
Home Office,California,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","113,82",3,10,MAT-2,Null
Consumer,Tennessee,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,"5,184",1,11,MAT,Null
Consumer,Indiana,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack","16,28",2,12,MAT-1,Null
Consumer,Virginia,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,"544,38",3,13,MAT-2,YTD
Consumer,California,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""","19,824",6,1,MAT,Null
Consumer,California,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,"657,504",6,2,MAT-1,Null
Consumer,California,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,"99,54",2,3,MAT-2,Null
Consumer,California,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,"199,96",4,4,MAT,Null
Consumer,New York,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,"631,782",2,5,MAT-1,Null
Consumer,New York,East,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,"60,72",3,6,MAT-2,Null
Consumer,Arizona,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,"20,724",2,7,MAT,Null
Consumer,Arizona,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,"415,872",8,8,MAT-1,Null
Consumer,Ohio,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,"16,768",2,9,MAT-2,Null
Consumer,Ohio,East,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,"27,12",2,10,MAT,Null
Consumer,California,West,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,"95,84",4,11,MAT-1,Null
Consumer,California,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,"12,96",2,12,MAT-2,Null
Corporate,North Carolina,South,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,"19,008",8,13,MAT,YTD
Consumer,Tennessee,South,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,"1598,058",7,1,MAT-1,Null
Consumer,Tennessee,South,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,"36,96",4,2,MAT-2,Null
Consumer,Illinois,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,"10,368",2,3,MAT,Null
Consumer,Illinois,Central,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,"77,72",1,4,MAT-1,Null
Consumer,Illinois,Central,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,"520,464",2,5,MAT-2,Null
Corporate,Rhode Island,East,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,"111,96",2,6,MAT,Null
Consumer,Louisiana,South,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,"29,16",3,7,MAT-1,Null
Consumer,North Dakota,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,"131,94",3,8,MAT-2,Null
Consumer,North Dakota,Central,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip","25,92",4,9,MAT,Null
Consumer,North Dakota,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,"704,76",4,10,MAT-1,Null
Consumer,North Dakota,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,"7,41",3,11,MAT-2,Null
Consumer,North Dakota,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box","21,5",10,12,MAT,Null
Consumer,Illinois,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,"10,528",4,13,MAT-1,YTD-1
Consumer,Illinois,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,"20,544",6,1,MAT-2,Null
Home Office,Indiana,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,"104,9",5,2,MAT,Null
Home Office,Indiana,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,"39,68",2,3,MAT-1,Null
Home Office,Indiana,Central,OFF-LA-10000414,Office Supplies,Labels,Avery 503,"51,75",5,4,MAT-2,Null
Consumer,Indiana,Central,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack","11,68",2,5,MAT,Null
Consumer,Indiana,Central,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack","159,75",5,6,MAT-1,Null
Corporate,Ohio,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,"103,968",6,7,MAT-2,Null
Home Office,California,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","303,25",5,8,MAT,Null
Home Office,California,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,"270,72",3,9,MAT-1,Null
Home Office,California,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,"1487,04",5,10,MAT-2,Null
Home Office,Kentucky,South,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","17,48",2,11,MAT,Null
Home Office,Kentucky,South,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray","71,88",2,12,MAT-1,Null
Consumer,California,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,"60,45",3,13,MAT-2,YTD-2
Consumer,California,West,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,"253,176",3,1,MAT,Null
Consumer,Illinois,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,"2,88",5,2,MAT-1,Null
Consumer,Illinois,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,"384,944",4,3,MAT-2,Null
Consumer,Illinois,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,"153,584",2,4,MAT,Null
Consumer,Illinois,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","913,43",5,5,MAT-1,Null
Corporate,California,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,"43,92",4,6,MAT-2,Null
Corporate,California,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","25,032",3,7,MAT,Null
Consumer,New York,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,"46,76",7,8,MAT-1,Null
Consumer,New York,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish","183,968",2,9,MAT-2,Null
Consumer,New York,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,"1259,97",3,10,MAT,Null
Consumer,New York,East,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,"68,97",3,11,MAT-1,Null
Corporate,Texas,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,"70,368",2,12,MAT-2,Null
Corporate,Texas,Central,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia","59,96",5,13,MAT,YTD
Consumer,Ohio,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,"25,984",1,1,MAT-1,Null
Consumer,Ohio,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,"27,36",3,2,MAT-2,Null
Corporate,California,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,"361,376",2,3,MAT,Null
Consumer,Pennsylvania,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy","172,186",2,4,MAT-1,Null
Consumer,Pennsylvania,East,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock","69,008",2,5,MAT-2,Null
Consumer,Maryland,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","199,9",5,6,MAT,Null
Consumer,Maryland,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,"901,95",3,7,MAT-1,Null
Consumer,Maryland,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,"971,5",5,8,MAT-2,Null
Consumer,Colorado,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,"11,328",2,9,MAT,Null
Consumer,New York,East,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,"21,24",3,10,MAT-1,Null
Consumer,Pennsylvania,East,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,"34,8",3,11,MAT-2,Null
Consumer,Pennsylvania,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,"38,976",3,12,MAT,Null
Corporate,Indiana,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","9,08",2,13,MAT-1,YTD
Corporate,Indiana,Central,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,"314,55",3,1,MAT-2,Null
Corporate,Indiana,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","4,91",1,2,MAT,Null
Home Office,California,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,"5,78",2,3,MAT-1,Null
Home Office,California,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,"107,94",6,4,MAT-2,Null
Consumer,New York,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""","19,65",3,5,MAT,Null
Consumer,New York,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,"617,97",3,6,MAT-1,Null
Consumer,New York,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter","59,7",3,7,MAT-2,Null
Corporate,Massachusetts,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,"387,99",1,8,MAT,Null
Consumer,California,West,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,"575,92",2,9,MAT-1,Null
Consumer,California,West,OFF-FA-10003495,Office Supplies,Fasteners,Staples,"30,4",5,10,MAT-2,Null
Consumer,Michigan,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,"478,24",8,11,MAT,Null
Consumer,Ohio,East,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,"190,848",3,12,MAT-1,Null
Consumer,Ohio,East,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,"5,484",4,13,MAT-2,YTD-1
Consumer,Illinois,Central,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,"40,92",5,1,MAT,Null
Consumer,Florida,South,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip","15,552",3,2,MAT-1,Null
Corporate,Georgia,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length","17,24",2,3,MAT-2,Null
Corporate,Georgia,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,"302,94",3,4,MAT,Null
Corporate,Georgia,South,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,"34,75",5,5,MAT-1,Null
Corporate,Georgia,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,"113,94",6,6,MAT-2,Null
Corporate,Georgia,South,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,"55,98",2,7,MAT,Null
Corporate,New Mexico,West,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,"27,18",3,8,MAT-1,Null
Consumer,Oklahoma,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black","1805,88",6,9,MAT-2,Null
Consumer,New Jersey,East,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,"70,95",3,10,MAT,Null
Consumer,Kentucky,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,20,4,11,MAT-1,Null
Consumer,Kentucky,South,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,"7,98",3,12,MAT-2,Null
Consumer,Kentucky,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,"24,1",5,13,MAT,YTD-2
Consumer,Kentucky,South,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,"8,75",1,1,MAT-1,Null
Consumer,Kentucky,South,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,"842,94",3,2,MAT-2,Null
Consumer,Illinois,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,"2,182",1,3,MAT,Null
Consumer,Illinois,Central,OFF-AR-10003217,Office Supplies,Art,Newell 316,"27,384",7,4,MAT-1,Null
Consumer,Illinois,Central,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,"26,406",3,5,MAT-2,Null
Consumer,Texas,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,"10,368",2,6,MAT,Null
Consumer,Texas,Central,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""","23,68",4,7,MAT-1,Null
Consumer,Michigan,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,"109,95",1,8,MAT-2,Null
Consumer,Michigan,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,"965,85",5,9,MAT,Null
Consumer,Michigan,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,"29,2",5,10,MAT-1,Null
Consumer,Michigan,Central,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,"32,4",5,11,MAT-2,Null
Home Office,Indiana,Central,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2","78,35",5,12,MAT,Null
Home Office,Indiana,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,"31,68",6,13,MAT-1,YTD
Home Office,Indiana,Central,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,"29,12",4,1,MAT-2,Null
Home Office,Indiana,Central,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black","169,45",5,2,MAT,Null
Consumer,California,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,"12,56",2,3,MAT-1,Null
Consumer,California,West,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,"6,48",1,4,MAT-2,Null
Consumer,California,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,"186,69",3,5,MAT,Null
Consumer,California,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown","25,4",5,6,MAT-1,Null
Consumer,California,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box","43,96",2,7,MAT-2,Null
Consumer,California,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","1279,165",5,8,MAT,Null
Consumer,California,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,"27,92",4,9,MAT-1,Null
Home Office,California,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,"129,568",2,10,MAT-2,Null
